FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE
6,ED,Benzodiazepine overdose,Sex,Male,7,07/01/2020,07/31/2020,10.703363914373089,Percent
6,ED,Stimulants overdose,Sex,Male,8,08/01/2020,08/31/2020,15.636363636363637,Percent
6,ED,Cannabis overdose,Sex,Male,8,08/01/2020,08/31/2020,2.181818181818182,Percent
6,ED,Benzodiazepine overdose,Sex,Male,8,08/01/2020,08/31/2020,5.818181818181818,Percent
6,ED,Stimulants overdose,Sex,Male,9,09/01/2020,09/30/2020,14.563106796116504,Percent
6,ED,Cannabis overdose,Sex,Male,9,09/01/2020,09/30/2020,1.941747572815534,Percent
6,ED,Benzodiazepine overdose,Sex,Male,9,09/01/2020,09/30/2020,5.339805825242718,Percent
6,ED,Stimulants overdose,Sex,Male,10,10/01/2020,10/31/2020,5.339805825242718,Percent
6,ED,Cannabis overdose,Sex,Male,10,10/01/2020,10/31/2020,2.427184466019417,Percent
6,ED,Benzodiazepine overdose,Sex,Male,10,10/01/2020,10/31/2020,2.427184466019417,Percent
6,ED,Stimulants overdose,Sex,Male,11,11/01/2020,11/30/2020,7.386363636363637,Percent
6,ED,Cannabis overdose,Sex,Male,11,11/01/2020,11/30/2020,2.272727272727273,Percent
6,ED,Benzodiazepine overdose,Sex,Male,11,11/01/2020,11/30/2020,4.545454545454546,Percent
6,ED,Stimulants overdose,Sex,Male,12,12/01/2020,12/31/2020,8.80503144654088,Percent
6,ED,Cannabis overdose,Sex,Male,12,12/01/2020,12/31/2020,1.257861635220126,Percent
6,ED,Benzodiazepine overdose,Sex,Male,12,12/01/2020,12/31/2020,0.628930817610063,Percent
6,ED,Stimulants overdose,Sex,Male,13,01/01/2021,01/31/2021,6.796116504854369,Percent
6,ED,Cannabis overdose,Sex,Male,13,01/01/2021,01/31/2021,0.485436893203883,Percent
6,ED,Benzodiazepine overdose,Sex,Male,13,01/01/2021,01/31/2021,1.45631067961165,Percent
6,ED,Stimulants overdose,Sex,Male,14,02/01/2021,02/28/2021,5.517241379310345,Percent
6,ED,Cannabis overdose,Sex,Male,14,02/01/2021,02/28/2021,3.448275862068965,Percent
6,ED,Benzodiazepine overdose,Sex,Male,14,02/01/2021,02/28/2021,4.827586206896552,Percent
6,ED,Stimulants overdose,Sex,Male,15,03/01/2021,03/31/2021,5.314009661835748,Percent
6,ED,Cannabis overdose,Sex,Male,15,03/01/2021,03/31/2021,1.932367149758454,Percent
6,ED,Benzodiazepine overdose,Sex,Male,15,03/01/2021,03/31/2021,1.932367149758454,Percent
6,ED,Stimulants overdose,Sex,Male,16,04/01/2021,04/30/2021,6.282722513089005,Percent
6,ED,Cannabis overdose,Sex,Male,16,04/01/2021,04/30/2021,1.047120418848168,Percent
6,ED,Benzodiazepine overdose,Sex,Male,16,04/01/2021,04/30/2021,4.712041884816754,Percent
6,ED,Stimulants overdose,Sex,Male,17,05/01/2021,05/31/2021,3.92156862745098,Percent
6,ED,Cannabis overdose,Sex,Male,17,05/01/2021,05/31/2021,0.980392156862745,Percent
6,ED,Benzodiazepine overdose,Sex,Male,17,05/01/2021,05/31/2021,4.411764705882353,Percent
6,ED,Stimulants overdose,Sex,Male,18,06/01/2021,06/30/2021,5.725190839694656,Percent
6,ED,Cannabis overdose,Sex,Male,18,06/01/2021,06/30/2021,0.763358778625954,Percent
6,ED,Benzodiazepine overdose,Sex,Male,18,06/01/2021,06/30/2021,3.053435114503816,Percent
6,ED,Stimulants overdose,Sex,Male,19,07/01/2021,07/31/2021,4.035874439461884,Percent
6,ED,Cannabis overdose,Sex,Male,19,07/01/2021,07/31/2021,1.79372197309417,Percent
6,ED,Benzodiazepine overdose,Sex,Male,19,07/01/2021,07/31/2021,3.139013452914798,Percent
6,ED,Stimulants overdose,Sex,Male,20,08/01/2021,08/31/2021,2.717391304347826,Percent
6,ED,Cannabis overdose,Sex,Male,20,08/01/2021,08/31/2021,1.08695652173913,Percent
6,ED,Benzodiazepine overdose,Sex,Male,20,08/01/2021,08/31/2021,1.630434782608696,Percent
6,ED,Stimulants overdose,Sex,Male,21,09/01/2021,09/30/2021,1.363636363636364,Percent
6,ED,Cannabis overdose,Sex,Male,21,09/01/2021,09/30/2021,0.454545454545455,Percent
6,ED,Benzodiazepine overdose,Sex,Male,21,09/01/2021,09/30/2021,1.363636363636364,Percent
6,ED,Stimulants overdose,Sex,Male,22,10/01/2021,10/31/2021,4.040404040404041,Percent
6,ED,Cannabis overdose,Sex,Male,22,10/01/2021,10/31/2021,1.515151515151515,Percent
6,ED,Benzodiazepine overdose,Sex,Male,22,10/01/2021,10/31/2021,1.515151515151515,Percent
6,ED,Stimulants overdose,Sex,Male,23,11/01/2021,11/30/2021,4.9079754601227,Percent
6,ED,Cannabis overdose,Sex,Male,23,11/01/2021,11/30/2021,1.840490797546012,Percent
6,ED,Benzodiazepine overdose,Sex,Male,23,11/01/2021,11/30/2021,3.067484662576687,Percent
6,ED,Stimulants overdose,Sex,Male,24,12/01/2021,12/31/2021,3.658536585365853,Percent
6,ED,Cannabis overdose,Sex,Male,24,12/01/2021,12/31/2021,3.048780487804878,Percent
6,ED,Benzodiazepine overdose,Sex,Male,24,12/01/2021,12/31/2021,4.26829268292683,Percent
6,ED,Stimulants overdose,Sex,Male,25,01/01/2022,01/31/2022,8.585858585858585,Percent
6,ED,Cannabis overdose,Sex,Male,25,01/01/2022,01/31/2022,1.01010101010101,Percent
6,ED,Benzodiazepine overdose,Sex,Male,25,01/01/2022,01/31/2022,1.515151515151515,Percent
6,ED,Stimulants overdose,Sex,Male,26,02/01/2022,02/28/2022,4.639175257731959,Percent
6,ED,Cannabis overdose,Sex,Male,26,02/01/2022,02/28/2022,2.061855670103093,Percent
6,ED,Benzodiazepine overdose,Sex,Male,26,02/01/2022,02/28/2022,0.515463917525773,Percent
6,ED,Stimulants overdose,Sex,Male,27,03/01/2022,03/31/2022,5.154639175257731,Percent
6,ED,Cannabis overdose,Sex,Male,27,03/01/2022,03/31/2022,1.54639175257732,Percent
6,ED,Benzodiazepine overdose,Sex,Male,27,03/01/2022,03/31/2022,2.577319587628866,Percent
6,ED,Stimulants overdose,Sex,Male,28,04/01/2022,04/30/2022,5.58659217877095,Percent
6,ED,Cannabis overdose,Sex,Male,28,04/01/2022,04/30/2022,1.11731843575419,Percent
6,ED,Benzodiazepine overdose,Sex,Male,28,04/01/2022,04/30/2022,1.11731843575419,Percent
6,ED,Stimulants overdose,Sex,Male,29,05/01/2022,05/31/2022,4.5662100456621,Percent
6,ED,Cannabis overdose,Sex,Male,29,05/01/2022,05/31/2022,1.36986301369863,Percent
6,ED,Benzodiazepine overdose,Sex,Male,29,05/01/2022,05/31/2022,4.5662100456621,Percent
6,ED,Stimulants overdose,Sex,Male,30,06/01/2022,06/30/2022,10.964912280701753,Percent
6,ED,Cannabis overdose,Sex,Male,30,06/01/2022,06/30/2022,1.754385964912281,Percent
6,ED,Benzodiazepine overdose,Sex,Male,30,06/01/2022,06/30/2022,3.508771929824561,Percent
6,ED,Stimulants overdose,Sex,Male,31,07/01/2022,07/31/2022,4.964539007092199,Percent
6,ED,Cannabis overdose,Sex,Male,31,07/01/2022,07/31/2022,1.063829787234042,Percent
6,ED,Benzodiazepine overdose,Sex,Male,31,07/01/2022,07/31/2022,0.709219858156028,Percent
6,ED,Stimulants overdose,Sex,Male,32,08/01/2022,08/31/2022,2.962962962962963,Percent
6,ED,Cannabis overdose,Sex,Male,32,08/01/2022,08/31/2022,0.37037037037037,Percent
6,ED,Benzodiazepine overdose,Sex,Male,32,08/01/2022,08/31/2022,0.740740740740741,Percent
6,ED,Stimulants overdose,Sex,Male,33,09/01/2022,09/30/2022,9.649122807017543,Percent
6,ED,Cannabis overdose,Sex,Male,33,09/01/2022,09/30/2022,0.87719298245614,Percent
6,ED,Benzodiazepine overdose,Sex,Male,33,09/01/2022,09/30/2022,3.947368421052631,Percent
6,ED,Stimulants overdose,Sex,Male,34,10/01/2022,10/31/2022,8.108108108108109,Percent
6,ED,Cannabis overdose,Sex,Male,34,10/01/2022,10/31/2022,0.45045045045045,Percent
6,ED,Benzodiazepine overdose,Sex,Male,34,10/01/2022,10/31/2022,1.801801801801802,Percent
6,ED,Stimulants overdose,Sex,Male,35,11/01/2022,11/30/2022,6.030150753768844,Percent
6,ED,Cannabis overdose,Sex,Male,35,11/01/2022,11/30/2022,1.507537688442211,Percent
6,ED,Benzodiazepine overdose,Sex,Male,35,11/01/2022,11/30/2022,1.005025125628141,Percent
6,ED,Stimulants overdose,Sex,Male,36,12/01/2022,12/31/2022,8.26086956521739,Percent
6,ED,Cannabis overdose,Sex,Male,36,12/01/2022,12/31/2022,2.608695652173913,Percent
6,ED,Benzodiazepine overdose,Sex,Male,36,12/01/2022,12/31/2022,1.304347826086956,Percent
6,ED,Stimulants overdose,Sex,Male,37,01/01/2023,01/31/2023,5.376344086021505,Percent
6,ED,Cannabis overdose,Sex,Male,37,01/01/2023,01/31/2023,1.075268817204301,Percent
6,ED,Benzodiazepine overdose,Sex,Male,37,01/01/2023,01/31/2023,0.537634408602151,Percent
6,ED,Stimulants overdose,Sex,Male,38,02/01/2023,02/28/2023,4.787234042553192,Percent
6,ED,Cannabis overdose,Sex,Male,38,02/01/2023,02/28/2023,0,Percent
6,ED,Benzodiazepine overdose,Sex,Male,38,02/01/2023,02/28/2023,1.595744680851064,Percent
6,ED,Stimulants overdose,Sex,Male,39,03/01/2023,03/31/2023,7.246376811594203,Percent
6,ED,Cannabis overdose,Sex,Male,39,03/01/2023,03/31/2023,0.966183574879227,Percent
6,ED,Benzodiazepine overdose,Sex,Male,39,03/01/2023,03/31/2023,2.898550724637681,Percent
6,ED,Stimulants overdose,Sex,Male,40,04/01/2023,04/30/2023,9.375,Percent
6,ED,Cannabis overdose,Sex,Male,40,04/01/2023,04/30/2023,0.892857142857143,Percent
6,ED,Benzodiazepine overdose,Sex,Male,40,04/01/2023,04/30/2023,1.785714285714286,Percent
6,ED,Stimulants overdose,Sex,Male,41,05/01/2023,05/27/2023,4.929577464788732,Percent
6,ED,Cannabis overdose,Sex,Male,41,05/01/2023,05/27/2023,0.704225352112676,Percent
6,ED,Benzodiazepine overdose,Sex,Male,41,05/01/2023,05/27/2023,1.408450704225352,Percent
6,ED,Stimulants overdose,Total,Total,1,01/01/2020,01/31/2020,29.850746268656714,Percent
6,ED,Cannabis overdose,Total,Total,1,01/01/2020,01/31/2020,4.264392324093817,Percent
6,ED,Benzodiazepine overdose,Total,Total,1,01/01/2020,01/31/2020,13.646055437100213,Percent
6,ED,Stimulants overdose,Total,Total,2,02/01/2020,02/29/2020,22.96137339055794,Percent
6,ED,Cannabis overdose,Total,Total,2,02/01/2020,02/29/2020,4.721030042918455,Percent
6,ED,Benzodiazepine overdose,Total,Total,2,02/01/2020,02/29/2020,13.090128755364807,Percent
6,ED,Stimulants overdose,Total,Total,3,03/01/2020,03/31/2020,23.18840579710145,Percent
6,ED,Cannabis overdose,Total,Total,3,03/01/2020,03/31/2020,3.381642512077295,Percent
6,ED,Benzodiazepine overdose,Total,Total,3,03/01/2020,03/31/2020,8.937198067632849,Percent
6,ED,Stimulants overdose,Total,Total,4,04/01/2020,04/30/2020,17.56756756756757,Percent
6,ED,Cannabis overdose,Total,Total,4,04/01/2020,04/30/2020,5.743243243243244,Percent
6,ED,Benzodiazepine overdose,Total,Total,4,04/01/2020,04/30/2020,6.081081081081082,Percent
6,ED,Stimulants overdose,Total,Total,5,05/01/2020,05/31/2020,20.169851380042463,Percent
6,ED,Cannabis overdose,Total,Total,5,05/01/2020,05/31/2020,4.246284501061571,Percent
6,ED,Benzodiazepine overdose,Total,Total,5,05/01/2020,05/31/2020,8.9171974522293,Percent
6,ED,Stimulants overdose,Total,Total,6,06/01/2020,06/30/2020,24.598930481283425,Percent
6,ED,Cannabis overdose,Total,Total,6,06/01/2020,06/30/2020,5.169340463458111,Percent
6,ED,Benzodiazepine overdose,Total,Total,6,06/01/2020,06/30/2020,11.051693404634582,Percent
6,ED,Stimulants overdose,Total,Total,7,07/01/2020,07/31/2020,17.37193763919822,Percent
6,ED,Cannabis overdose,Total,Total,7,07/01/2020,07/31/2020,2.67260579064588,Percent
6,ED,Benzodiazepine overdose,Total,Total,7,07/01/2020,07/31/2020,11.1358574610245,Percent
6,ED,Stimulants overdose,Total,Total,8,08/01/2020,08/31/2020,13.88888888888889,Percent
6,ED,Cannabis overdose,Total,Total,8,08/01/2020,08/31/2020,2.02020202020202,Percent
6,ED,Benzodiazepine overdose,Total,Total,8,08/01/2020,08/31/2020,5.808080808080808,Percent
6,ED,Stimulants overdose,Total,Total,9,09/01/2020,09/30/2020,14.642857142857144,Percent
6,ED,Cannabis overdose,Total,Total,9,09/01/2020,09/30/2020,1.785714285714286,Percent
6,ED,Benzodiazepine overdose,Total,Total,9,09/01/2020,09/30/2020,5.714285714285714,Percent
6,ED,Stimulants overdose,Total,Total,10,10/01/2020,10/31/2020,4.195804195804196,Percent
6,ED,Cannabis overdose,Total,Total,10,10/01/2020,10/31/2020,1.748251748251748,Percent
6,ED,Benzodiazepine overdose,Total,Total,10,10/01/2020,10/31/2020,3.146853146853147,Percent
6,ED,Stimulants overdose,Total,Total,11,11/01/2020,11/30/2020,7.003891050583658,Percent
6,ED,Cannabis overdose,Total,Total,11,11/01/2020,11/30/2020,1.945525291828794,Percent
6,ED,Benzodiazepine overdose,Total,Total,11,11/01/2020,11/30/2020,4.280155642023346,Percent
6,ED,Stimulants overdose,Total,Total,12,12/01/2020,12/31/2020,7.423580786026202,Percent
6,ED,Cannabis overdose,Total,Total,12,12/01/2020,12/31/2020,0.873362445414847,Percent
6,ED,Benzodiazepine overdose,Total,Total,12,12/01/2020,12/31/2020,1.310043668122271,Percent
6,ED,Stimulants overdose,Total,Total,13,01/01/2021,01/31/2021,6.716417910447762,Percent
6,ED,Cannabis overdose,Total,Total,13,01/01/2021,01/31/2021,0.373134328358209,Percent
6,ED,Benzodiazepine overdose,Total,Total,13,01/01/2021,01/31/2021,3.358208955223881,Percent
6,ED,Stimulants overdose,Total,Total,14,02/01/2021,02/28/2021,8.67579908675799,Percent
6,ED,Cannabis overdose,Total,Total,14,02/01/2021,02/28/2021,2.28310502283105,Percent
6,ED,Benzodiazepine overdose,Total,Total,14,02/01/2021,02/28/2021,6.84931506849315,Percent
6,ED,Stimulants overdose,Total,Total,15,03/01/2021,03/31/2021,4.436860068259386,Percent
6,ED,Cannabis overdose,Total,Total,15,03/01/2021,03/31/2021,1.36518771331058,Percent
6,ED,Benzodiazepine overdose,Total,Total,15,03/01/2021,03/31/2021,2.04778156996587,Percent
6,ED,Stimulants overdose,Total,Total,16,04/01/2021,04/30/2021,6.374501992031872,Percent
6,ED,Cannabis overdose,Total,Total,16,04/01/2021,04/30/2021,1.195219123505976,Percent
6,ED,Benzodiazepine overdose,Total,Total,16,04/01/2021,04/30/2021,3.585657370517929,Percent
6,ED,Stimulants overdose,Total,Total,17,05/01/2021,05/31/2021,3.13588850174216,Percent
6,ED,Cannabis overdose,Total,Total,17,05/01/2021,05/31/2021,0.696864111498258,Percent
6,ED,Benzodiazepine overdose,Total,Total,17,05/01/2021,05/31/2021,3.484320557491289,Percent
6,ED,Stimulants overdose,Total,Total,18,06/01/2021,06/30/2021,5.013192612137203,Percent
6,ED,Cannabis overdose,Total,Total,18,06/01/2021,06/30/2021,0.79155672823219,Percent
6,ED,Benzodiazepine overdose,Total,Total,18,06/01/2021,06/30/2021,2.638522427440633,Percent
6,ED,Stimulants overdose,Total,Total,19,07/01/2021,07/31/2021,4.307692307692308,Percent
6,ED,Cannabis overdose,Total,Total,19,07/01/2021,07/31/2021,1.846153846153846,Percent
6,ED,Benzodiazepine overdose,Total,Total,19,07/01/2021,07/31/2021,2.769230769230769,Percent
6,ED,Stimulants overdose,Total,Total,20,08/01/2021,08/31/2021,3.409090909090909,Percent
6,ED,Cannabis overdose,Total,Total,20,08/01/2021,08/31/2021,0.757575757575758,Percent
6,ED,Benzodiazepine overdose,Total,Total,20,08/01/2021,08/31/2021,1.515151515151515,Percent
6,ED,Stimulants overdose,Total,Total,21,09/01/2021,09/30/2021,1.973684210526316,Percent
6,ED,Cannabis overdose,Total,Total,21,09/01/2021,09/30/2021,0.657894736842105,Percent
6,ED,Benzodiazepine overdose,Total,Total,21,09/01/2021,09/30/2021,1.644736842105263,Percent
6,ED,Stimulants overdose,Total,Total,22,10/01/2021,10/31/2021,4.761904761904762,Percent
6,ED,Cannabis overdose,Total,Total,22,10/01/2021,10/31/2021,1.098901098901099,Percent
6,ED,Benzodiazepine overdose,Total,Total,22,10/01/2021,10/31/2021,2.564102564102564,Percent
6,ED,Stimulants overdose,Total,Total,23,11/01/2021,11/30/2021,4.867256637168142,Percent
6,ED,Cannabis overdose,Total,Total,23,11/01/2021,11/30/2021,1.769911504424779,Percent
6,ED,Benzodiazepine overdose,Total,Total,23,11/01/2021,11/30/2021,3.982300884955752,Percent
6,ED,Stimulants overdose,Total,Total,24,12/01/2021,12/31/2021,4.819277108433735,Percent
6,ED,Cannabis overdose,Total,Total,24,12/01/2021,12/31/2021,2.409638554216868,Percent
6,ED,Benzodiazepine overdose,Total,Total,24,12/01/2021,12/31/2021,3.614457831325301,Percent
6,ED,Stimulants overdose,Total,Total,25,01/01/2022,01/31/2022,7.196969696969697,Percent
6,ED,Cannabis overdose,Total,Total,25,01/01/2022,01/31/2022,1.893939393939394,Percent
6,ED,Benzodiazepine overdose,Total,Total,25,01/01/2022,01/31/2022,3.787878787878788,Percent
6,ED,Stimulants overdose,Total,Total,26,02/01/2022,02/28/2022,3.383458646616541,Percent
6,ED,Cannabis overdose,Total,Total,26,02/01/2022,02/28/2022,1.50375939849624,Percent
6,ED,Benzodiazepine overdose,Total,Total,26,02/01/2022,02/28/2022,1.879699248120301,Percent
6,ED,Stimulants overdose,Total,Total,27,03/01/2022,03/31/2022,5.660377358490567,Percent
6,ED,Cannabis overdose,Total,Total,27,03/01/2022,03/31/2022,1.132075471698113,Percent
6,ED,Benzodiazepine overdose,Total,Total,27,03/01/2022,03/31/2022,1.886792452830189,Percent
6,ED,Stimulants overdose,Total,Total,28,04/01/2022,04/30/2022,6.083650190114068,Percent
6,ED,Cannabis overdose,Total,Total,28,04/01/2022,04/30/2022,1.140684410646388,Percent
6,ED,Benzodiazepine overdose,Total,Total,28,04/01/2022,04/30/2022,1.140684410646388,Percent
6,ED,Stimulants overdose,Total,Total,29,05/01/2022,05/31/2022,4.807692307692308,Percent
6,ED,Cannabis overdose,Total,Total,29,05/01/2022,05/31/2022,0.961538461538462,Percent
6,ED,Benzodiazepine overdose,Total,Total,29,05/01/2022,05/31/2022,4.487179487179487,Percent
6,ED,Stimulants overdose,Total,Total,30,06/01/2022,06/30/2022,10.509554140127388,Percent
6,ED,Cannabis overdose,Total,Total,30,06/01/2022,06/30/2022,1.910828025477707,Percent
6,ED,Benzodiazepine overdose,Total,Total,30,06/01/2022,06/30/2022,3.503184713375796,Percent
6,ED,Stimulants overdose,Total,Total,31,07/01/2022,07/31/2022,4.580152671755725,Percent
6,ED,Cannabis overdose,Total,Total,31,07/01/2022,07/31/2022,0.763358778625954,Percent
6,ED,Benzodiazepine overdose,Total,Total,31,07/01/2022,07/31/2022,1.272264631043257,Percent
6,ED,Stimulants overdose,Total,Total,32,08/01/2022,08/31/2022,3.835616438356165,Percent
6,ED,Cannabis overdose,Total,Total,32,08/01/2022,08/31/2022,1.095890410958904,Percent
6,ED,Benzodiazepine overdose,Total,Total,32,08/01/2022,08/31/2022,1.095890410958904,Percent
6,ED,Stimulants overdose,Total,Total,33,09/01/2022,09/30/2022,8.722741433021806,Percent
6,ED,Cannabis overdose,Total,Total,33,09/01/2022,09/30/2022,0.623052959501558,Percent
6,ED,Benzodiazepine overdose,Total,Total,33,09/01/2022,09/30/2022,3.115264797507788,Percent
6,ED,Stimulants overdose,Total,Total,34,10/01/2022,10/31/2022,7.308970099667775,Percent
6,ED,Cannabis overdose,Total,Total,34,10/01/2022,10/31/2022,0.664451827242525,Percent
6,ED,Benzodiazepine overdose,Total,Total,34,10/01/2022,10/31/2022,1.661129568106312,Percent
6,ED,Stimulants overdose,Total,Total,35,11/01/2022,11/30/2022,5.535055350553505,Percent
6,ED,Cannabis overdose,Total,Total,35,11/01/2022,11/30/2022,1.107011070110701,Percent
6,ED,Benzodiazepine overdose,Total,Total,35,11/01/2022,11/30/2022,1.476014760147602,Percent
6,ED,Stimulants overdose,Total,Total,36,12/01/2022,12/31/2022,8.754208754208754,Percent
6,ED,Cannabis overdose,Total,Total,36,12/01/2022,12/31/2022,2.02020202020202,Percent
6,ED,Benzodiazepine overdose,Total,Total,36,12/01/2022,12/31/2022,2.356902356902357,Percent
6,ED,Stimulants overdose,Total,Total,37,01/01/2023,01/31/2023,6.060606060606061,Percent
6,ED,Cannabis overdose,Total,Total,37,01/01/2023,01/31/2023,0.757575757575758,Percent
6,ED,Benzodiazepine overdose,Total,Total,37,01/01/2023,01/31/2023,1.136363636363636,Percent
6,ED,Stimulants overdose,Total,Total,38,02/01/2023,02/28/2023,4.724409448818897,Percent
6,ED,Cannabis overdose,Total,Total,38,02/01/2023,02/28/2023,0,Percent
6,ED,Benzodiazepine overdose,Total,Total,38,02/01/2023,02/28/2023,1.968503937007874,Percent
6,ED,Stimulants overdose,Total,Total,39,03/01/2023,03/31/2023,6.521739130434782,Percent
6,ED,Cannabis overdose,Total,Total,39,03/01/2023,03/31/2023,0.72463768115942,Percent
6,ED,Benzodiazepine overdose,Total,Total,39,03/01/2023,03/31/2023,2.173913043478261,Percent
6,ED,Stimulants overdose,Total,Total,40,04/01/2023,04/30/2023,8.724832214765101,Percent
6,ED,Cannabis overdose,Total,Total,40,04/01/2023,04/30/2023,1.006711409395973,Percent
6,ED,Benzodiazepine overdose,Total,Total,40,04/01/2023,04/30/2023,2.013422818791946,Percent
6,ED,Stimulants overdose,Total,Total,41,05/01/2023,05/27/2023,4.27807486631016,Percent
6,ED,Cannabis overdose,Total,Total,41,05/01/2023,05/27/2023,0.53475935828877,Percent
6,ED,Benzodiazepine overdose,Total,Total,41,05/01/2023,05/27/2023,2.13903743315508,Percent
6,IP,Stimulants overdose,Age,16-34 Years,15,03/01/2021,03/31/2021,8.108108108108109,Percent
6,IP,Cannabis overdose,Age,16-34 Years,15,03/01/2021,03/31/2021,0,Percent
6,IP,Benzodiazepine overdose,Age,16-34 Years,15,03/01/2021,03/31/2021,16.216216216216218,Percent
6,IP,Stimulants overdose,Age,16-34 Years,18,06/01/2021,06/30/2021,16.666666666666664,Percent
6,IP,Cannabis overdose,Age,16-34 Years,18,06/01/2021,06/30/2021,0,Percent
6,IP,Benzodiazepine overdose,Age,16-34 Years,18,06/01/2021,06/30/2021,0,Percent
6,IP,Stimulants overdose,Age,16-34 Years,33,09/01/2022,09/30/2022,12.5,Percent
6,IP,Cannabis overdose,Age,16-34 Years,33,09/01/2022,09/30/2022,0,Percent
6,IP,Benzodiazepine overdose,Age,16-34 Years,33,09/01/2022,09/30/2022,9.375,Percent
6,IP,Stimulants overdose,Age,16-34 Years,35,11/01/2022,11/30/2022,6.451612903225806,Percent
6,IP,Cannabis overdose,Age,16-34 Years,35,11/01/2022,11/30/2022,0,Percent
6,IP,Benzodiazepine overdose,Age,16-34 Years,35,11/01/2022,11/30/2022,6.451612903225806,Percent
6,IP,Stimulants overdose,Age,35-54 Years,5,05/01/2020,05/31/2020,23.52941176470588,Percent
6,IP,Cannabis overdose,Age,35-54 Years,5,05/01/2020,05/31/2020,0,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,5,05/01/2020,05/31/2020,11.76470588235294,Percent
6,IP,Stimulants overdose,Age,35-54 Years,7,07/01/2020,07/31/2020,11.76470588235294,Percent
6,IP,Cannabis overdose,Age,35-54 Years,7,07/01/2020,07/31/2020,0,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,7,07/01/2020,07/31/2020,11.76470588235294,Percent
6,IP,Stimulants overdose,Age,35-54 Years,13,01/01/2021,01/31/2021,31.25,Percent
6,IP,Cannabis overdose,Age,35-54 Years,13,01/01/2021,01/31/2021,0,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,13,01/01/2021,01/31/2021,0,Percent
6,IP,Stimulants overdose,Age,35-54 Years,15,03/01/2021,03/31/2021,17.647058823529413,Percent
6,IP,Cannabis overdose,Age,35-54 Years,15,03/01/2021,03/31/2021,0,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,15,03/01/2021,03/31/2021,11.76470588235294,Percent
6,IP,Stimulants overdose,Age,35-54 Years,17,05/01/2021,05/31/2021,9.375,Percent
6,IP,Cannabis overdose,Age,35-54 Years,17,05/01/2021,05/31/2021,0,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,17,05/01/2021,05/31/2021,6.25,Percent
6,IP,Stimulants overdose,Age,35-54 Years,18,06/01/2021,06/30/2021,7.894736842105263,Percent
6,IP,Cannabis overdose,Age,35-54 Years,18,06/01/2021,06/30/2021,0,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,18,06/01/2021,06/30/2021,2.631578947368421,Percent
6,IP,Stimulants overdose,Age,35-54 Years,22,10/01/2021,10/31/2021,16.129032258064516,Percent
6,IP,Cannabis overdose,Age,35-54 Years,22,10/01/2021,10/31/2021,0,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,22,10/01/2021,10/31/2021,9.67741935483871,Percent
6,IP,Stimulants overdose,Age,35-54 Years,27,03/01/2022,03/31/2022,21.21212121212121,Percent
6,IP,Cannabis overdose,Age,35-54 Years,27,03/01/2022,03/31/2022,3.03030303030303,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,27,03/01/2022,03/31/2022,6.060606060606061,Percent
6,IP,Stimulants overdose,Age,35-54 Years,29,05/01/2022,05/31/2022,24.242424242424242,Percent
6,IP,Cannabis overdose,Age,35-54 Years,29,05/01/2022,05/31/2022,0,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,29,05/01/2022,05/31/2022,3.03030303030303,Percent
6,IP,Stimulants overdose,Age,35-54 Years,30,06/01/2022,06/30/2022,28.205128205128204,Percent
6,IP,Cannabis overdose,Age,35-54 Years,30,06/01/2022,06/30/2022,0,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,30,06/01/2022,06/30/2022,2.564102564102564,Percent
6,IP,Stimulants overdose,Age,35-54 Years,31,07/01/2022,07/31/2022,13.513513513513514,Percent
6,IP,Cannabis overdose,Age,35-54 Years,31,07/01/2022,07/31/2022,0,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,31,07/01/2022,07/31/2022,10.81081081081081,Percent
6,IP,Stimulants overdose,Age,35-54 Years,32,08/01/2022,08/31/2022,19.444444444444446,Percent
6,IP,Cannabis overdose,Age,35-54 Years,32,08/01/2022,08/31/2022,5.555555555555555,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,32,08/01/2022,08/31/2022,5.555555555555555,Percent
6,IP,Stimulants overdose,Age,35-54 Years,36,12/01/2022,12/31/2022,17.02127659574468,Percent
6,IP,Cannabis overdose,Age,35-54 Years,36,12/01/2022,12/31/2022,0,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,36,12/01/2022,12/31/2022,4.25531914893617,Percent
6,IP,Stimulants overdose,Age,35-54 Years,38,02/01/2023,02/28/2023,28.125,Percent
6,IP,Cannabis overdose,Age,35-54 Years,38,02/01/2023,02/28/2023,3.125,Percent
6,IP,Benzodiazepine overdose,Age,35-54 Years,38,02/01/2023,02/28/2023,3.125,Percent
